YEAR,PERSONEL_COMMERCIAL,KARA_LISTE_KONTROL,KULLANIM_SEKLI,MARKA,TIP_GRUP,EGM_KULLANIM_SEKLI,MOTOR_GUCU,SILINDIR_HACMI,PLAKA_IL_KODU,ARAC_BEDELI,HASARSIZLIK_INDIRIMI,MEDENI_DURUM,ONCEKI_ŞIRKET,ARAC_YASI,ONCEKI_KASKO_POLICESI_VAR_MI,UYGULANAN_BASAMAK_KODU,ONCEKI_POLICE_BASAMAK_KODU,ONCEKI_POLICE_BASLANGIC_TARIHI,ONCEKI_POLICE_BITIS_TARIHI,PAKET_TIPI,EGM_CINSI,EGM_CINSI,ORJINAL_OLMAYAN_PARCA_VARMI,IKAMET_IL_KODU,ALT_KULLANIM_SEKLI,TCK_PLAKA_SORGU,CLAIM_EXPERIENCE,PERT_SORGU,ARAC_TARIFE_GRUP_KODU,IHALE_FILO_KODU,ARAC_ALT_CINS,ARAC_UST_CINS_ID,SEGMENT,AGIRLIK,ARAC_TIPI,YAKIT_TIPI,LPG_VAR_MI,MESLEK,HASAR_VAR_MI
2019,O,1,1,#N/A,B4DGF5GHD,4R561446512,115,1598,6,75519,2,E,61,4,E,0,1,6/14/2018 0:00,6/14/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,27,100,1,0,,1,9999999,DF4H,4,C,1373,10,,H,5,0
2019,O,1,1,SD56G4SD5G4,QW4ER56QW,4R561446512,74,1149,34,41406,2,E,110,6,E,0,1,6/18/2018 0:00,6/18/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,21,100,1,0,,1,9999999,DF4H,4,B,1055,10,L,E,18,0
2019,O,1,1,BD4DF54H5DF,1MG5H6,4R561446512,95,0,34,77804,2,E,104,2,E,0,1,6/6/2018 0:00,6/6/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,0,,1,9999999,NFD4HFDHDFHFD,4,C,1195,10,O,H,3,0
2019,O,1,1,#N/A,5ER,4R561446512,128,1582,34,89576,0,E,,6,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,T,,1,9999999,5H4DF56H4DF,4,C,1420,10,D,H,34,0
2019,O,1,1,XC4B5VCX45B4XC,CV4B5CV3WE,4R561446512,140,1968,42,129922,2,E,9,11,E,0,1,6/13/2018 0:00,6/13/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,42,100,1,0,,1,9999999,144RH5ER64HRE+,4,E,1540,10,D,H,18,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,1364,41,79769,4,B,106,6,E,0,3,6/10/2018 0:00,6/10/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,1,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1270,10,D,H,45,0
2019,O,1,1,#N/A,HD4F5HG4RE854GHDRF,4R561446512,136,1598,27,261859,2,E,61,3,E,0,1,6/19/2018 0:00,6/19/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,27,100,1,0,,1,9999999,144RH5ER64HRE+,4,D,1485,10,D,H,40,0
2019,O,1,1,URT45HRT4H5D,7G4SD4GSD4GSD7G,4R561446512,90,1461,34,75835,1,E,104,4,E,0,0,6/21/2018 0:00,6/21/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,5H4DF56H4DF,4,G,1280,20,D,H,45,0
2019,O,1,1,#N/A,KYTU5K4UY352KUY1,4R561446512,105,1598,16,96330,1,B,50,4,E,0,0,6/13/2018 0:00,6/13/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,44,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,C,1385,10,D,H,43,0
2019,O,1,1,SD56G4SD5G4,QW4ER56QW,4R561446512,86,1461,35,41227,0,E,,8,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,35,100,0,K,,1,9999999,DF4H,4,B,1275,10,D,H,4,0
2019,T,1,1,URT45HRT4H5D,7G4SD4GSD4GSD7G,4R561446512,90,1461,35,79555,2,,104,4,E,0,1,6/16/2018 0:00,6/16/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,5H4DF56H4DF,4,G,1280,20,D,H,,0
2019,O,1,1,#N/A,4ESW85G,4R561446512,128,1582,34,65325,0,E,,6,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,T,,1,9999999,144RH5ER64HRE+,4,C,1210,10,D,H,3,1
2019,O,1,1,SD56G4SD5G4,1N1JTGH85FN1GF6H,4R561446512,112,0,1,67085,1,E,104,6,E,0,0,6/8/2018 0:00,6/8/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,1,100,0,0,,1,9999999,144RH5ER64HRE+,4,C,1265,10,O,H,45,1
2019,O,1,1,M4GH54J5GH,FDG4SDFF,4R561446512,99,0,20,76895,2,E,4,2,E,0,1,6/13/2018 0:00,6/13/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,20,100,0,0,,1,9999999,NFD4HFDHDFHFD,4,C,1225,10,O,H,16,0
2019,O,1,1,XC45V4XC5V4XC,HD4F5HG4RE854GHDRF,4R561446512,156,0,34,102825,4,E,50,8,E,0,4,6/5/2018 0:00,6/5/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,D,1465,10,O,H,3,0
2019,T,1,1,QW4R5Q4ERQ5W,4H5DF4H32F5D4H35FD4H,4R561446512,218,1995,34,369173,5,,63,4,E,0,4,6/14/2018 0:00,6/14/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,144RH5ER64HRE+,4,E,1795,10,D,H,,0
2019,O,1,1,SD56G4SD5G4,QW4ER56QW,4R561446512,90,1461,34,67162,1,E,108,5,E,0,0,2/23/2018 0:00,2/23/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,5H4DF56H4DF,4,B,1280,10,D,H,4,0
2019,O,1,1,#N/A,1MG5H6,4R561446512,120,1598,44,101956,2,E,4,3,E,0,1,6/11/2018 0:00,6/11/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,44,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1295,10,D,H,45,0
2019,O,1,1,DF5H45DF4H5DF,4ER,4R561446512,110,1461,16,107190,2,E,110,4,E,0,1,6/16/2018 0:00,6/16/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,16,100,1,0,,1,9999999,5H4DF56H4DF,4,H,1455,40,D,H,5,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,1364,34,94265,2,E,25,4,E,0,1,8/22/2018 0:00,8/22/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1270,10,D,H,5,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,1364,33,56397,3,E,61,10,E,0,2,6/16/2018 0:00,6/16/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,51,100,1,0,,1,9999999,#N/A,4,C,1320,10,D,H,5,0
2019,O,1,1,S4V5X4V5,JTY5J1TY5J15TYJ,4R561446512,90,1422,34,97849,0,D,,3,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,T,,1,9999999,144RH5ER64HRE+,4,C,1234,10,D,H,3,0
2019,O,1,1,45RD4G5FDS4GV,14CG4NFDG5H4YT5JU,4R561446512,101,0,26,32947,0,B,,9,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,6,100,0,X,,1,9999999,DF4H,4,B,1145,10,O,H,18,0
2019,O,1,1,#N/A,1BDF5CXB3,4R561446512,125,1598,34,94763,2,E,42,3,E,0,1,6/14/2018 0:00,6/14/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,44,100,1,0,,1,9999999,144RH5ER64HRE+,4,D,1221,10,L,E,17,0
2019,O,1,1,#N/A,R74TERT,4R561446512,112,1560,34,59450,2,E,42,8,E,0,1,6/16/2018 0:00,6/16/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,DF4H,4,C,1393,10,D,H,4,0
2019,O,1,1,#N/A,ER4TRE4NER,WERG546RE5G4EW,120,1560,35,208034,2,E,45,2,E,0,1,6/16/2018 0:00,6/16/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,35,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,G,1375,40,D,H,40,1
2019,O,1,1,SD56G4SD5G4,QW4ER56QW,4R561446512,74,0,35,57049,2,E,35,3,E,0,1,6/12/2018 0:00,6/12/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,35,100,1,0,,1,9999999,DF4H,4,B,1055,10,O,H,45,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,1364,34,86246,5,E,25,6,E,0,5,6/9/2018 0:00,6/9/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1270,10,D,H,3,0
2019,O,1,1,#N/A,RF4WE,4R561446512,105,1598,41,90193,2,E,61,4,E,0,1,6/13/2018 0:00,6/13/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,41,100,1,0,,1,9999999,5H4DF56H4DF,4,C,1365,10,D,H,3,0
2019,O,1,1,4GH53445,W45EW,4R561446512,109,1399,42,66707,0,E,,8,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,42,100,0,T,,1,9999999,5H4DF56H4DF,4,C,1377,10,D,H,45,0
2019,O,1,1,QW4R5Q4ERQ5W,TR1JHYT15JYT,4R561446512,163,1995,34,115587,1,E,9,9,E,0,0,5/24/2018 0:00,5/24/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,0,,1,9999999,144RH5ER64HRE+,4,D,1490,10,D,H,40,1
2019,O,1,1,BD4DF54H5DF,HG4JKYH,4R561446512,95,1248,34,61288,5,E,11,5,E,0,4,6/9/2018 0:00,6/9/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1235,10,D,H,45,0
2019,T,1,1,#N/A,4NTE,#N/A,0,1968,59,80143,3,,61,8,E,0,2,6/15/2018 0:00,6/15/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,#N/A,,,0,20,,H,45,0
2019,O,1,1,SD56G4SD5G4,1N1JTGH85FN1GF6H,4R561446512,110,1461,34,56199,3,E,96,8,E,0,2,6/8/2018 0:00,6/8/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1320,10,D,H,3,0
2019,T,1,1,#N/A,R74TERT,4R561446512,120,1560,6,116957,2,,106,3,E,0,1,6/30/2018 0:00,6/30/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,DF4H,4,C,1430,10,D,H,,0
2019,O,1,1,SD45GV4XC5V,BMV45V,4R561446512,140,1991,6,75748,1,B,104,10,E,0,0,7/3/2018 0:00,7/3/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,6,100,1,0,,1,9999999,CV4N534CVN54RTG,4,H,1671,40,D,H,45,0
2019,O,1,1,DF5H45DF4H5DF,KJH4,4R561446512,90,1461,34,93687,3,C,40,4,E,0,4,8/18/2018 0:00,8/18/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,DF4H,4,G,1245,40,D,H,3,0
2019,O,1,1,#N/A,RF4WE,4R561446512,105,1598,34,78380,0,E,,6,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,T,,1,9999999,NFD4HFDHDFHFD,4,C,1365,10,D,H,16,1
2019,O,1,1,BD4DF54H5DF,547545HG4F35,4R561446512,70,1248,35,27663,1,E,26,11,E,0,0,3/17/2018 0:00,3/17/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,35,100,1,0,,1,9999999,#N/A,4,B,1085,10,D,H,3,0
2019,O,1,1,URT45HRT4H5D,48UYT8UTY,4R561446512,109,1461,1,112400,2,B,4,1,E,0,1,6/12/2018 0:00,6/12/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,1,100,1,0,,1,9999999,5H4DF56H4DF,4,H,1280,40,D,H,40,0
2019,T,1,1,4GH53445,W45EW,#N/A,120,1499,1,135882,1,,40,2,E,0,0,6/13/2018 0:00,6/13/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,#N/A,,C,1358,10,D,H,,0
2019,O,1,1,4GH53445,M1GH5M1GH35M,4R561446512,70,1399,42,40909,2,E,61,7,E,0,1,6/22/2018 0:00,6/22/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,27,100,1,0,,1,9999999,DF4H,4,B,1100,10,D,H,4,0
2019,O,1,1,#N/A,Q4RE8QW,4R561446512,120,1598,7,166385,2,E,26,2,E,0,1,6/14/2018 0:00,6/14/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,7,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,H,1465,40,D,H,3,0
2019,O,1,1,QW4R5Q4ERQ5W,KJTY1KTY15YT,4R561446512,170,0,34,245515,5,E,25,3,E,0,5,8/23/2018 0:00,8/23/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,D,1465,10,O,H,40,0
2019,O,1,1,#N/A,CXV1XC0VSD,4R561446512,122,1595,34,102041,1,E,2,6,E,0,0,6/30/2018 0:00,6/30/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,5H4DF56H4DF,4,C,1370,10,O,H,4,0
2019,T,1,1,QW4R5Q4ERQ5W,H4DF2B1DF321F,#N/A,177,1995,34,222521,5,,54,7,E,0,5,8/29/2018 0:00,8/29/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,#N/A,,E,1585,10,D,H,45,0
2019,O,1,1,XC45V4XC5V4XC,L4W5R4EWN5R,4R561446512,109,1461,34,228866,4,E,57,3,E,0,3,8/26/2018 0:00,8/26/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,E,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1450,10,D,H,4,0
2019,T,1,1,#N/A,KYTU5K4UY352KUY1,4R561446512,120,1598,34,116602,1,,40,3,E,0,0,9/3/2018 0:00,9/3/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,C,1385,10,D,H,,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,#N/A,99,1329,2,59056,4,E,93,6,E,0,3,8/22/2018 0:00,8/22/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,2,100,1,0,,1,9999999,#N/A,,C,1225,10,L,E,40,0
2019,O,1,1,#N/A,4H8RT4HRT,4R561446512,114,1600,34,86404,1,E,45,5,E,0,0,3/17/2018 0:00,3/17/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,5H4DF56H4DF,4,C,1370,10,O,H,15,0
2019,O,1,1,M4GH54J5GH,J1GH5MJGH,4R561446512,90,1364,27,53202,5,E,63,11,E,0,4,8/24/2018 0:00,8/24/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,27,100,0,0,,1,9999999,#N/A,4,C,1320,10,D,H,4,0
2019,T,1,1,DF5H45DF4H5DF,Q4RE8QW,4R561446512,90,1461,34,74236,1,,57,3,E,0,0,6/13/2018 0:00,6/13/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,144RH5ER64HRE+,4,B,1059,10,D,H,,0
2019,O,1,1,#N/A,W45EW,4R561446512,115,1560,1,104628,3,E,7,4,E,0,2,6/12/2018 0:00,6/12/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,27,100,0,0,,1,9999999,DF4H,4,C,1344,10,D,H,44,0
2019,O,1,1,#N/A,1BD5FBDF,4R561446512,110,1598,38,128016,3,B,11,5,E,0,2,6/13/2018 0:00,6/13/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,38,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1305,10,D,H,3,0
2019,O,1,1,#N/A,4ESW85G,4R561446512,128,1582,27,58320,1,E,57,7,E,0,0,6/21/2018 0:00,6/21/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,27,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1200,10,D,H,4,0
2019,O,1,1,DFH5FD4H5FD4,4JTY5J4TY35,4R561446512,83,0,20,56614,1,C,96,11,E,0,0,8/30/2018 0:00,8/30/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,20,100,0,0,,1,9999999,#N/A,4,B,1048,10,O,H,18,1
2019,O,1,1,DF5H45DF4H5DF,KJH4,4R561446512,90,1461,34,84386,0,E,47,5,E,0,1,3/12/2018 0:00,3/12/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,0,,1,9999999,DF4H,4,G,1245,40,D,H,3,0
2019,O,1,1,45YH4ER5H4R5,B4DGF5GHD,4R561446512,90,1248,6,51285,5,E,7,10,E,0,5,6/10/2018 0:00,6/10/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,6,100,1,0,,1,9999999,#N/A,4,C,1230,10,D,H,3,0
2019,O,1,1,#N/A,1BD5FBDF,4R561446512,105,1598,34,140317,2,E,54,4,E,0,1,8/14/2018 0:00,8/14/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,0,,1,9999999,144RH5ER64HRE+,4,C,1320,10,D,H,41,0
2019,T,1,1,M4GH54J5GH,J1GH5MJGH,#N/A,90,1364,34,101983,1,,45,3,E,0,0,3/13/2018 0:00,3/13/2019 0:00,1,,#N/A,H,0,100,0,0,,1,9999999,#N/A,,C,1270,10,D,H,,1
2019,O,1,1,H4RT5H4TR5H,MYRT4YM,4R561446512,140,1991,32,62276,4,B,40,11,E,0,3,8/25/2018 0:00,8/25/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,32,100,1,0,,1,9999999,CV4N534CVN54RTG,4,H,1760,40,D,H,3,0
2019,O,1,1,#N/A,1MGH5M,4R561446512,105,1598,34,100174,1,E,61,4,E,0,0,8/24/2018 0:00,8/24/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1395,10,D,H,3,0
2019,O,1,1,#N/A,DS4GR8HYRT,4R561446512,90,1598,34,65783,0,B,,7,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,X,,1,9999999,DF4H,4,B,1160,10,D,H,25,1
2019,T,1,1,SD56G4SD5G4,QW4ER56QW,4R561446512,90,1461,34,86445,2,,109,3,E,0,1,6/13/2018 0:00,6/13/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,DF4H,4,B,1196,10,D,H,,0
2019,O,1,1,JH4TRYJ4YT5,HTR48H7RT8SD,4R561446512,72,0,35,52589,3,D,42,4,E,0,2,6/8/2018 0:00,6/8/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,35,100,0,0,,1,9999999,144RH5ER64HRE+,4,B,980,10,O,H,40,0
2019,O,1,1,BD4DF54H5DF,HG4JKYH,WERG546RE5G4EW,95,1248,33,42781,2,B,18,7,E,0,1,6/16/2018 0:00,6/16/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,33,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1235,10,D,H,3,1
2019,O,1,1,SD56G4SD5G4,1N1JTGH85FN1GF6H,4R561446512,90,1461,34,50501,5,E,106,8,E,0,4,6/14/2018 0:00,6/14/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,57,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1280,10,D,H,45,0
2019,O,1,1,#N/A,HD4F5HG4RE854GHDRF,4R561446512,156,1595,34,126239,5,E,106,7,E,0,5,6/12/2018 0:00,6/12/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,D,1470,10,O,H,3,0
2019,O,1,1,45YH4ER5H4R5,B4DGF5GHD,#N/A,115,1248,50,57773,4,B,61,8,E,0,3,6/11/2018 0:00,6/11/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,50,100,1,0,,1,9999999,#N/A,,C,1270,10,O,H,16,0
2019,T,1,1,NHRT5NH4RT5NR,Q4RE8QW,4R561446512,218,2987,27,423416,5,,61,4,E,0,4,6/17/2018 0:00,6/17/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,5H4DF56H4DF,4,H,2210,40,D,H,,0
2019,O,1,1,SD45GV4XC5V,WEF1EW,4R561446512,86,0,38,47722,4,E,54,5,E,0,3,6/26/2018 0:00,6/26/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,E,38,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,B,1035,10,O,H,40,0
2019,O,1,1,45YH4ER5H4R5,B4DGF5GHD,4R561446512,105,0,34,54458,5,E,5,11,E,0,5,6/8/2018 0:00,6/8/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,#N/A,4,C,1265,10,O,H,15,0
2019,O,1,1,#N/A,1BDF5CXB3,#N/A,125,1597,33,130018,1,B,109,2,E,0,0,6/11/2018 0:00,6/11/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,33,100,1,0,,1,9999999,#N/A,,D,1319,10,O,H,3,0
2019,O,1,1,XC5B4XC5B4SFD,1MGH5M,4R561446512,102,0,34,52554,1,E,47,12,E,0,0,6/21/2018 0:00,6/21/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,0,,1,9999999,#N/A,4,C,1343,10,O,H,3,0
2019,O,1,1,#N/A,H4EDFH4DF,4R561446512,112,1560,6,101798,0,B,,7,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,6,100,1,K,,1,9999999,144RH5ER64HRE+,4,D,1552,10,D,H,45,0
2019,O,1,1,SD56G4SD5G4,1N1JTGH85FN1GF6H,4R561446512,110,1461,18,58225,5,E,61,9,E,0,4,6/11/2018 0:00,6/11/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,18,100,0,0,,1,9999999,144RH5ER64HRE+,4,C,1320,10,D,H,3,0
2019,O,1,1,#N/A,ZDV45SD,4R561446512,120,1598,34,53268,0,D,,8,H,0,999,,999,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,X,,1,9999999,DF4H,4,B,1275,10,O,H,7,0
2019,O,1,1,BD4DF54H5DF,HG4JKYH,4R561446512,95,1248,34,62431,1,E,104,4,E,0,0,6/11/2018 0:00,6/11/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1235,10,D,H,3,0
2019,O,1,1,XC5B4XC5B4SFD,1VC5BCV,4R561446512,170,1968,34,150944,3,E,110,7,E,0,2,6/13/2018 0:00,6/13/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,0,0,,1,9999999,144RH5ER64HRE+,4,D,1548,10,D,H,40,0
2019,O,1,1,XC5B4XC5B4SFD,DS4GR8HYRT,4R561446512,90,1422,34,105132,2,B,17,3,E,0,1,6/11/2018 0:00,6/11/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,DF4H,4,B,1151,10,D,H,45,0
2019,O,1,1,M4GH54J5GH,FDG4SDFF,4R561446512,90,1364,34,55591,1,E,9,11,E,0,0,6/18/2018 0:00,6/18/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,#N/A,4,C,1340,10,D,H,4,1
2019,O,1,1,SD45GV4XC5V,WEF1EW,4R561446512,78,1248,38,36200,1,E,11,10,E,0,0,2/22/2018 0:00,2/22/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,38,100,1,0,,1,9999999,#N/A,4,B,1035,10,O,H,3,0
2019,O,1,1,URT45HRT4H5D,48UYT8UTY,4R561446512,90,1461,38,87476,3,E,40,3,E,0,2,6/16/2018 0:00,6/16/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,38,100,1,0,,1,9999999,5H4DF56H4DF,4,H,1349,40,D,H,40,0
2019,O,1,1,#N/A,M1GH586M1G1MH51HG,4R561446512,105,1598,34,77133,1,B,2,9,E,0,0,6/12/2018 0:00,6/12/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,#N/A,4,C,1314,10,D,H,16,0
2019,O,1,1,#N/A,0BDFGDFGD,4R561446512,105,1598,1,82212,1,E,61,7,E,0,0,6/12/2018 0:00,6/12/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,1,100,1,0,,1,9999999,144RH5ER64HRE+,4,D,1444,10,D,H,4,0
2019,O,1,1,#N/A,DS4GR8HYRT,4R561446512,90,1598,34,65757,3,B,61,6,E,0,2,6/16/2018 0:00,6/16/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,DF4H,4,B,1160,10,D,H,45,0
2019,O,1,1,45YH4ER5H4R5,B4DGF5GHD,4R561446512,95,1248,34,77818,5,E,11,6,E,0,4,6/19/2018 0:00,6/19/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,0,10,D,H,4,0
2019,O,1,1,M4GH54J5GH,FDG4SDFF,4R561446512,90,1364,35,59688,2,C,17,8,E,0,1,6/21/2018 0:00,6/21/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,35,100,1,0,,1,9999999,DF4H,4,C,1340,10,D,H,4,0
2019,O,1,1,#N/A,H4EDFH4DF,4R561446512,115,1560,16,83719,5,E,63,7,E,0,4,4/8/2018 0:00,4/8/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,16,100,0,0,,1,9999999,144RH5ER64HRE+,4,D,1485,10,D,H,16,0
2019,T,1,1,#N/A,4G5J4GF,4R561446512,115,1560,20,94158,4,,50,5,E,0,3,6/6/2018 0:00,6/6/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,0,100,1,0,,1,9999999,NFD4HFDHDFHFD,4,C,1471,10,D,H,,0
2019,O,1,1,#N/A,RT4YH58TR,4R561446512,120,1586,1,113762,4,B,40,3,E,0,3,6/22/2018 0:00,6/22/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,1,100,1,0,,1,9999999,DF4H,4,H,1150,40,L,E,40,0
2019,O,1,1,SD56G4SD5G4,1N1JTGH85FN1GF6H,4R561446512,110,1461,34,102179,1,E,40,3,E,0,0,6/12/2018 0:00,6/12/2019 0:00,1,OTOMOBİL,SD4G54DS5G4DS,H,34,100,1,0,,1,9999999,144RH5ER64HRE+,4,C,1389,10,D,H,3,0
